instance,method,args
22 20 0 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
22 20 0 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
22 20 0 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
22 20 0 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
23 20 0 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
23 20 0 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
23 20 0 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
23 20 0 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
24 20 0 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
24 20 0 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
24 20 0 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
24 20 0 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
25 20 0 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
25 20 0 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
25 20 0 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
25 20 0 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
26 20 0 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
26 20 0 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
26 20 0 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
26 20 0 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
27 20 0 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
27 20 0 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
27 20 0 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
27 20 0 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
28 20 0 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
28 20 0 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
28 20 0 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
28 20 0 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
29 20 0 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
29 20 0 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
29 20 0 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
29 20 0 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
30 20 0 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_bruteforce,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
30 20 0 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_branch_bound,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
30 20 0 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_greedy,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
30 20 0 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_dynamic_cost,-I 21 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.0 -c strong
31 20 14784 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
31 20 14784 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
31 20 14784 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
31 20 14784 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
32 20 14814 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
32 20 14814 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
32 20 14814 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
32 20 14814 2269 2343 802 2523 345 854 1135 1229 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
33 20 14447 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
33 20 14447 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
33 20 14447 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
33 20 14447 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
34 20 18165 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
34 20 18165 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
34 20 18165 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
34 20 18165 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
35 20 11444 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479 1908 2042 511 271 2840 1644 1572,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
35 20 11444 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479 1908 2042 511 271 2840 1644 1572,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
35 20 11444 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479 1908 2042 511 271 2840 1644 1572,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
35 20 11444 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470 1826 1479 1908 2042 511 271 2840 1644 1572,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
36 20 17207 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
36 20 17207 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
36 20 17207 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
36 20 17207 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011 2730,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
37 20 12935 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
37 20 12935 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
37 20 12935 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
37 20 12935 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
38 20 13693 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
38 20 13693 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
38 20 13693 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
38 20 13693 2584 1195 1067 1977 2711 1821 2312 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
39 20 14329 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
39 20 14329 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
39 20 14329 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
39 20 14329 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015 1405 2632 1748 1844 1633 2611 657 326 1623 2927 2706 542 1916 1499 190 1739 2508 1793 1623 1079 1168 137 1605 1201 1967 2871,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
40 20 16004 1461 709 2873 2918 2218 645 1038 568 934 584 1893 1741 1581 1960 2516 1307 1178 1667 2136 1222 1752 2647 770 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475,solve_bruteforce,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
40 20 16004 1461 709 2873 2918 2218 645 1038 568 934 584 1893 1741 1581 1960 2516 1307 1178 1667 2136 1222 1752 2647 770 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475,solve_branch_bound,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
40 20 16004 1461 709 2873 2918 2218 645 1038 568 934 584 1893 1741 1581 1960 2516 1307 1178 1667 2136 1222 1752 2647 770 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475,solve_greedy,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
40 20 16004 1461 709 2873 2918 2218 645 1038 568 934 584 1893 1741 1581 1960 2516 1307 1178 1667 2136 1222 1752 2647 770 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475,solve_dynamic_cost,-I 31 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c uni
41 20 14784 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_bruteforce,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
41 20 14784 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_branch_bound,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
41 20 14784 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_greedy,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
41 20 14784 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_dynamic_cost,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
42 20 14847 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_bruteforce,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
42 20 14847 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_branch_bound,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
42 20 14847 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_greedy,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
42 20 14847 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_dynamic_cost,-I 41 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 0.5 -c corr
