instance,method,args
18 24 4240 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209 2075 2092 2806 2795 2315 2324 634 559 423 659 1012 1177 2526 2551 1893 1916 1968 2014 2837 2850 2684 2657 2757 2750 1862 1765 2349 2369 2375 2381,solve_greedy,-I 10 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c corr
18 24 4240 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209 2075 2092 2806 2795 2315 2324 634 559 423 659 1012 1177 2526 2551 1893 1916 1968 2014 2837 2850 2684 2657 2757 2750 1862 1765 2349 2369 2375 2381,solve_dynamic_cost,-I 10 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c corr
19 24 4138 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_bruteforce,-I 10 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c corr
19 24 4138 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_branch_bound,-I 10 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c corr
19 24 4138 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_greedy,-I 10 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c corr
19 24 4138 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_dynamic_cost,-I 10 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c corr
20 24 3785 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
20 24 3785 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
20 24 3785 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
20 24 3785 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
21 24 3404 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
21 24 3404 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
21 24 3404 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
21 24 3404 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
22 24 3305 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
22 24 3305 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
22 24 3305 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
22 24 3305 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
23 24 3900 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
23 24 3900 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
23 24 3900 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
23 24 3900 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
24 24 3395 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
24 24 3395 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
24 24 3395 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
24 24 3395 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
25 24 3944 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
25 24 3944 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
25 24 3944 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
25 24 3944 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
26 24 3393 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732 993 1193 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
26 24 3393 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732 993 1193 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
26 24 3393 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732 993 1193 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
26 24 3393 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732 993 1193 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
27 24 3116 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218 1603 1742 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
27 24 3116 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218 1603 1742 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
27 24 3116 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218 1603 1742 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
27 24 3116 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218 1603 1742 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
28 24 4215 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924 2262 2335 2462 2516 1197 1378 1715 1844 2497 2548 87 378 75 367 1680 1812 1221 1399 2340 2406 2215 2293 2711 2740 563 807 2162 2246 1734 1861,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
28 24 4215 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924 2262 2335 2462 2516 1197 1378 1715 1844 2497 2548 87 378 75 367 1680 1812 1221 1399 2340 2406 2215 2293 2711 2740 563 807 2162 2246 1734 1861,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
28 24 4215 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924 2262 2335 2462 2516 1197 1378 1715 1844 2497 2548 87 378 75 367 1680 1812 1221 1399 2340 2406 2215 2293 2711 2740 563 807 2162 2246 1734 1861,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
28 24 4215 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924 2262 2335 2462 2516 1197 1378 1715 1844 2497 2548 87 378 75 367 1680 1812 1221 1399 2340 2406 2215 2293 2711 2740 563 807 2162 2246 1734 1861,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
29 24 3763 102 392 1260 1434 2581 2623 1518 1666 1108 1297 2279 2351 2439 2495 823 1041 1629 1767 5 304 2501 2551 2772 2794 2938 2944 1769 1893 1551 1696 795 1016 2025 2122 17 315 1011 1210 2730 2757 149 434 20 318 2792 2813 2820 2838,solve_bruteforce,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
29 24 3763 102 392 1260 1434 2581 2623 1518 1666 1108 1297 2279 2351 2439 2495 823 1041 1629 1767 5 304 2501 2551 2772 2794 2938 2944 1769 1893 1551 1696 795 1016 2025 2122 17 315 1011 1210 2730 2757 149 434 20 318 2792 2813 2820 2838,solve_branch_bound,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
29 24 3763 102 392 1260 1434 2581 2623 1518 1666 1108 1297 2279 2351 2439 2495 823 1041 1629 1767 5 304 2501 2551 2772 2794 2938 2944 1769 1893 1551 1696 795 1016 2025 2122 17 315 1011 1210 2730 2757 149 434 20 318 2792 2813 2820 2838,solve_greedy,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
29 24 3763 102 392 1260 1434 2581 2623 1518 1666 1108 1297 2279 2351 2439 2495 823 1041 1629 1767 5 304 2501 2551 2772 2794 2938 2944 1769 1893 1551 1696 795 1016 2025 2122 17 315 1011 1210 2730 2757 149 434 20 318 2792 2813 2820 2838,solve_dynamic_cost,-I 20 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.1 -c strong
30 24 20397 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135,solve_bruteforce,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
30 24 20397 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135,solve_branch_bound,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
30 24 20397 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135,solve_greedy,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
30 24 20397 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587 928 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061 1767 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135,solve_dynamic_cost,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
31 24 21493 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719,solve_bruteforce,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
31 24 21493 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719,solve_branch_bound,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
31 24 21493 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719,solve_greedy,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
31 24 21493 2954 697 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227 422 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875 369 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719,solve_dynamic_cost,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
32 24 18435 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483,solve_bruteforce,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
32 24 18435 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483,solve_branch_bound,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
32 24 18435 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483,solve_greedy,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
32 24 18435 1428 2624 2258 1896 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534 1302 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632 1469 2453 1813 1013 602 873 2313 1648 2232 2605 2483,solve_dynamic_cost,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
33 24 21209 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470,solve_bruteforce,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
33 24 21209 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470,solve_branch_bound,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
33 24 21209 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470,solve_greedy,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
33 24 21209 291 2780 1914 500 2582 66 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405 947 288 2567 1940 1508 224 527 930 548 546 5 1133 2901 741 580 55 1917 784 2131 1603 2616 878 1198 1568 776 2470,solve_dynamic_cost,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
34 24 21973 1479 1908 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011,solve_bruteforce,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
34 24 21973 1479 1908 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011,solve_branch_bound,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
34 24 21973 1479 1908 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011,solve_greedy,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
34 24 21973 1479 1908 2042 511 271 2840 1644 1572 1117 2159 2107 2606 2915 2262 2462 1197 1715 2497 87 75 1680 1221 2340 2215 2711 563 2162 1734 2245 102 1260 2581 1518 1108 2279 2439 823 1629 5 2501 2772 2938 1769 1551 795 2025 17 1011,solve_dynamic_cost,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
35 24 25810 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821,solve_bruteforce,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
35 24 25810 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821,solve_branch_bound,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
35 24 25810 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821,solve_greedy,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
35 24 25810 149 20 2792 2820 2724 2121 1286 737 1052 2454 2823 2386 1976 52 2067 1638 2005 1912 2672 1525 1837 1180 315 339 987 452 2748 2 1544 1753 2038 2893 2304 2458 138 466 2951 466 1384 196 2733 2489 2584 1195 1067 1977 2711 1821,solve_dynamic_cost,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
36 24 18485 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015,solve_bruteforce,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
36 24 18485 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015,solve_branch_bound,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
36 24 18485 179 858 429 1924 1567 539 1943 2257 437 1007 306 770 783 1415 2663 178 2901 1245 2088 1237 2129 1162 178 1605 2502 2894 1704 1046 937 39 2457 536 1036 808 235 1113 2579 682 763 536 2901 1310 1073 1512 82 800 276 2015,solve_greedy,-I 30 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.575 -c uni
